Name,Price,Sold By,Location,Model Year,Mileage,Fuel Type,Engine Capacity,Transmission
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 73lacs,N/A,Islamabad,2023,"19,600 km",Petrol,1800 cc,Automatic
Honda BR-V  2018 i-VTEC for Sale,PKR 41.85lacs,N/A,Gujrat,2018,"147,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2012 Altis 1.6 for Sale,PKR 35lacs,N/A,Islamabad,2012,"147,000 km",Petrol,1600 cc,Manual
KIA Sportage  2020 AWD for Sale,PKR 66lacs,N/A,Karachi,2020,"41,000 km",Petrol,2000 cc,Automatic
Toyota Land Cruiser  2019 ZX for Sale,PKR 5crore,N/A,Karachi,2019,"56,000 km",Petrol,4600 cc,Automatic
Honda Vezel  2019 Hybrid Z for Sale,PKR 82lacs,N/A,Karachi,2019,"71,000 km",Hybrid,1500 cc,Automatic
Honda Vezel  2016 Hybrid X for Sale8.7/10,PKR 65lacs,N/A,Lahore,2016,"69,727 km",Hybrid,1500 cc,Automatic
MG HS  2021 Trophy for Sale,PKR 67.25lacs,N/A,Lahore,2021,"34,000 km",Petrol,1500 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 61.9lacs,N/A,Islamabad,2021,"51,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 45.4lacs,N/A,Islamabad,2018,"60,000 km",Petrol,1600 cc,Automatic
Daihatsu Hijet  2019 Cruise for Sale,PKR 25.25lacs,N/A,Karachi,2019,"107,000 km",Petrol,660 cc,Automatic
Hyundai Sonata  2021 2.5 for Sale9.4/10,PKR 98lacs,N/A,Islamabad,2021,"33,863 km",Petrol,2500 cc,Automatic
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 27.95lacs,N/A,Karachi,2016,"70,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,PKR 33.85lacs,N/A,Karachi,2017,"86,000 km",Petrol,1300 cc,Automatic
Honda N Wgn  2021 G for Sale,PKR 33.8lacs,N/A,Lahore,2021,"9,900 km",Petrol,660 cc,Automatic
KIA Sportage  2021 AWD for Sale,PKR 69.25lacs,N/A,Lahore,2021,"27,000 km",Petrol,2000 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 34.75lacs,N/A,Lahore,2018,"106,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2011 GLi Automatic 1.6 VVTi for Sale,PKR 33lacs,N/A,Lahore,2011,"79,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2011 XLi VVTi for Sale,PKR 23lacs,N/A,Peshawar,2011,"90,000 km",Petrol,1300 cc,Manual
Suzuki Liana  2007 LXi Sport for Sale,PKR 11.2lacs,N/A,Faisalabad,2007,"200,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 35lacs,N/A,Vehari,2016,"150,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 35lacs,N/A,Hyderabad,2016,"201,500 km",Petrol,1300 cc,Manual
Toyota Sienta  2016 G for Sale,PKR 58lacs,N/A,Islamabad,2016,"78,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  1995 LX Limited 1.3 for Sale,PKR 13lacs,N/A,Islamabad,1995,13 km,Petrol,1300 cc,Manual
Honda Insight  2012 HDD Navi Special Edition for Sale,PKR 32lacs,N/A,Islamabad,2012,"80,000 km",Hybrid,1300 cc,Automatic
Honda Vezel  2018 Hybrid RS Honda Sensing  for Sale,PKR 76.5lacs,N/A,Peshawar,2018,"108,000 km",Hybrid,1500 cc,Automatic
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27.25lacs,N/A,Lahore,2012,"85,000 km",Petrol,1800 cc,Automatic
Toyota Corolla Axio  2007 X 1.5 for Sale,PKR 35.5lacs,N/A,Peshawar,2007,"91,000 km",Petrol,1500 cc,Automatic
Mercedes Benz E Class 4th (W212) Generation 2010 E250 for Sale,PKR 1.1crore,N/A,Peshawar,2010,"132,000 km",Petrol,2100 cc,Automatic
Toyota Yaris  2022 ATIV CVT 1.3 for Sale,PKR 43.75lacs,N/A,Lahore,2022,"28,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 48.5lacs,N/A,Sahiwal,2019,"78,057 km",Petrol,1600 cc,Automatic
Honda City  2019 1.3 i-VTEC for Sale,PKR 35.75lacs,N/A,Lahore,2019,"85,000 km",Petrol,1300 cc,Manual
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 70.65lacs,N/A,Multan,2021,"1,236 km",Petrol,1800 cc,Automatic
Mitsubishi EK X  2019 Sports for Sale,PKR 35.9lacs,N/A,Lahore,2019,"61,000 km",Petrol,659 cc,Automatic
Honda Civic  2004 VTi 1.6 for Sale,PKR 14.25lacs,N/A,Sialkot,2004,"145,725 km",Petrol,1600 cc,Manual
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 57.5lacs,N/A,Islamabad,2019,"54,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC for Sale,PKR 22lacs,N/A,Karachi,2009,"82,000 km",Petrol,1300 cc,Manual
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 46lacs,N/A,Khanpur,2017,"100,000 km",Petrol,1800 cc,Automatic
Toyota Yaris  2020 GLI CVT 1.3 for Sale,PKR 35.5lacs,N/A,Lahore,2020,"153,000 km",Petrol,1300 cc,Automatic
BMW 5 Series 5th (E60) Generation 2004 525i for Sale,PKR 38lacs,N/A,Lahore,2004,"150,000 km",Petrol,2500 cc,Automatic
Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,PKR 51.5lacs,N/A,Lahore,2022,"44,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,PKR 57lacs,N/A,Bahawalpur,2022,"51,000 km",Petrol,1600 cc,Automatic
Toyota Land Cruiser 6th (J100) Generation 2000 Cygnus for Sale,PKR 80lacs,N/A,Rawalpindi,2000,"150,000 km",Petrol,4700 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale8.1/10,PKR 55lacs,N/A,Karachi,2019,"30,949 km",Petrol,1800 cc,Automatic
Honda N Wgn  2019 Custom G for Sale,PKR 32lacs,N/A,Islamabad,2019,"119,000 km",Petrol,660 cc,Automatic
Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 44lacs,N/A,Lahore,2015,"122,000 km",Petrol,1800 cc,Automatic
Honda BR-V  2018 i-VTEC S for Sale7.4/10,PKR 42lacs,N/A,Lahore,2018,"150,305 km",Petrol,1500 cc,Automatic
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 76lacs,N/A,Islamabad,2022,"8,500 km",Petrol,1800 cc,Automatic
Audi e-tron  2020 50 Quattro 230 kW for Sale,PKR 2.1crore,N/A,Islamabad,2020,"39,000 km",Electric,230.0 kWh,Automatic
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale,PKR 29.9lacs,N/A,Islamabad,2017,"123,456 km",Petrol,1300 cc,Manual
Honda Civic Reborn 2010 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 23.5lacs,N/A,Multan,2010,"115,000 km",Petrol,1800 cc,Automatic
Honda Vezel  2022 e-HEV X for Sale,PKR 1crore,N/A,Islamabad,2022,"11,000 km",Hybrid,1500 cc,Automatic
Mercedes Benz C Class  2020 C180 AMG for Sale,PKR 2.2crore,N/A,Islamabad,2020,"52,000 km",Petrol,1600 cc,Automatic
Honda Civic  1995 EX for Sale,PKR 12.3lacs,N/A,Rawalpindi,1995,"180,000 km",Petrol,1500 cc,Manual
Toyota Camry XV40 2008 Up-Spec Automatic 2.4 for Sale,PKR 32.5lacs,N/A,Lahore,2008,"130,000 km",Petrol,2400 cc,Automatic
Hyundai Tucson  2023 AWD A/T Ultimate for Sale9.9/10,PKR 86lacs,N/A,Karachi,2023,"15,144 km",Petrol,2000 cc,Automatic
KIA Sportage  2019 AWD for Sale,PKR 66lacs,N/A,Karachi,2019,"84,474 km",Petrol,2000 cc,Automatic
Toyota Corolla  2019 XLi Automatic for Sale,PKR 42lacs,N/A,Islamabad,2019,"168,000 km",Petrol,1300 cc,Automatic
Suzuki Every 11th Generation (JDM) 2018 Join for Sale,PKR 25.5lacs,N/A,Karachi,2018,"73,300 km",Petrol,660 cc,Automatic
Toyota Corolla  2019 GLi 1.3 VVTi for Sale,PKR 43lacs,N/A,Karachi,2019,"51,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2014 GLi Automatic 1.3 VVTi for Sale,PKR 27lacs,N/A,Karachi,2014,"108,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2001 Assista X Package 1.3 for Sale,PKR 28lacs,N/A,Lahore,2001,"120,000 km",Petrol,1300 cc,Automatic
MG HS  2021 Trophy for Sale,PKR 64lacs,N/A,Lahore,2021,"42,000 km",Petrol,1500 cc,Automatic
Toyota Prius  2015 G Touring Selection Leather Package 1.8 for Sale,PKR 57lacs,N/A,Karachi,2015,"152,000 km",Hybrid,1800 cc,Automatic
Daihatsu Rocky  2019 G for Sale,PKR 61lacs,N/A,Lahore,2019,"17,800 km",Petrol,1000 cc,Automatic
Nissan Serena  2019 HIGHWAY STAR for Sale,PKR 70lacs,N/A,Lahore,2019,"79,000 km",Hybrid,1200 cc,Automatic
Toyota Corolla 8th (E110) Generation 1998 XE for Sale,PKR 13.5lacs,N/A,Mardan,1998,"300,000 km",Petrol,1300 cc,Manual
Toyota Roomy  2021 XS for Sale,PKR 42.5lacs,N/A,Lahore,2021,"60,900 km",Petrol,1000 cc,Automatic
Honda City 5th (GM2) Generation 2021 1.3 i-VTEC for Sale,PKR 37.95lacs,N/A,Lahore,2021,"58,000 km",Petrol,1300 cc,Manual
KIA Sportage  2021 AWD for Sale,PKR 68.5lacs,N/A,Karachi,2021,"40,000 km",Petrol,2000 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 34.25lacs,N/A,Faisalabad,2018,"89,000 km",Petrol,1300 cc,Manual
MG HS  2021 Trophy for Sale,PKR 70.5lacs,N/A,Lahore,2021,"35,000 km",Petrol,1500 cc,Automatic
Audi e-tron  2020 50 Quattro 230 kW for Sale,PKR 1.9crore,N/A,Islamabad,2020,"53,000 km",Electric,60.0 kWh,Automatic
Honda Civic  1999 VTi 1.6 for Sale,PKR 11.99lacs,N/A,Gujranwala,1999,"175,000 km",Petrol,1600 cc,Manual
Honda Civic 11th Generation 2023 RS for Sale10/10,PKR 1crore,N/A,Lahore,2023,"8,379 km",Petrol,1500 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 55lacs,N/A,Karachi,2019,"45,600 km",Petrol,1800 cc,Automatic
Honda Vezel  2019 Hybrid X for Sale,PKR 73lacs,N/A,Sialkot,2019,"38,000 km",Hybrid,1500 cc,Automatic
Honda Vezel  2016 Hybrid Z Honda Sensing  for Sale,PKR 61.9lacs,N/A,Lahore,2016,"90,975 km",Hybrid,1500 cc,Automatic
Honda Vezel  2019 Hybrid Z for Sale,PKR 78lacs,N/A,Karachi,2019,"34,662 km",Hybrid,1500 cc,Automatic
Toyota C-HR  2019 G-LED for Sale,PKR 96lacs,N/A,Karachi,2019,"40,000 km",Hybrid,1800 cc,Automatic
Honda Vezel  2019 Hybrid Z for Sale,PKR 79lacs,N/A,Karachi,2019,"39,000 km",Hybrid,1500 cc,Automatic
Audi e-tron  2020 50 Quattro 230 kW for Sale,PKR 1.9crore,N/A,Lahore,2020,"30,000 km",Electric,60.0 kWh,Automatic
Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 37.25lacs,N/A,Islamabad,2018,123 km,Petrol,1500 cc,Automatic
Honda BR-V  2022 i-VTEC S for Sale,PKR 52.5lacs,N/A,Hyderabad,2022,"12,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2013 XLi VVTi Limited Edition for Sale,PKR 31lacs,N/A,Rawalpindi,2013,"92,400 km",Petrol,1300 cc,Manual
Toyota Land Cruiser  2022 ZX Gasoline 3.5L for Sale,PKR 7.2crore,N/A,Lahore,2022,"8,500 km",Petrol,3500 cc,Automatic
Nissan Serena  2019 HIGHWAY STAR for Sale,PKR 75lacs,N/A,Karachi,2019,"76,000 km",Hybrid,2000 cc,Automatic
Toyota Aqua  2014 G LED Soft Leather Selection  for Sale,PKR 38lacs,N/A,Lahore,2014,"183,000 km",Hybrid,1500 cc,Automatic
Honda Civic Eagle Eye 2005 EXi for Sale8/10,PKR 26.5lacs,N/A,Karachi,2005,"44,060 km",Petrol,1500 cc,Manual
Honda City  2004 i-DSI for Sale,PKR 15.5lacs,N/A,Karachi,2004,"120,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2006 Assista X Package 1.3 for Sale,PKR 33lacs,N/A,Peshawar,2006,"120,000 km",Petrol,1300 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 55lacs,N/A,Islamabad,2019,"68,000 km",Petrol,1800 cc,Automatic
Subaru Stella  2021 L Smart Assist for Sale,PKR 34.25lacs,N/A,Lahore,2021,"14,000 km",Petrol,660 cc,Automatic
Honda Civic  2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 29lacs,N/A,Islamabad,2011,"150,000 km",Petrol,1800 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 62lacs,N/A,Lahore,2019,"33,000 km",Petrol,1800 cc,Automatic
Toyota Corolla Axio  2013 Hybrid 1.5 for Sale,PKR 40.5lacs,N/A,Quetta,2013,"82,000 km",Hybrid,1500 cc,Automatic
Suzuki Bolan  1991 VX for Sale,PKR 3.7lacs,N/A,Karachi,1991,"100,000 km",Petrol,800 cc,Manual
DFSK Glory 580  2021 Pro for Sale,PKR 48lacs,N/A,Lahore,2021,"55,000 km",Petrol,1500 cc,Automatic
Toyota Prius  2007 S Touring Selection 1.5 for Sale,PKR 28.5lacs,N/A,Faisalabad,2007,"210,000 km",Hybrid,1500 cc,Automatic
Suzuki Bolan  1988 VX for Sale,PKR 2.3lacs,N/A,Karachi,1988,"70,000 km",Petrol,800 cc,Manual
Nissan Note  2018 MEDALIST for Sale,PKR 39.85lacs,N/A,Gujranwala,2018,"135,000 km",Hybrid,1198 cc,Automatic
Honda Civic  2011 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 26lacs,N/A,Karachi,2011,"97,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale6.8/10,PKR 33lacs,N/A,Lahore,2018,"75,826 km",Petrol,1300 cc,Manual
Suzuki Bolan  2011 VX for Sale,PKR 7.3lacs,N/A,Kasur,2011,"39,000 km",Petrol,800 cc,Manual
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 30lacs,N/A,Abdul Hakeem,2016,"110,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,PKR 44.5lacs,N/A,Peshawar,2017,"193,000 km",Petrol,1800 cc,Automatic
Suzuki Baleno  2005 JXR for Sale,PKR 11.5lacs,N/A,Rawalpindi,2005,"215,000 km",Petrol,1300 cc,Manual
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 40lacs,N/A,Rawalpindi,2012,"71,500 km",Petrol,1800 cc,Automatic
Honda Civic  2003 EXi for Sale,PKR 14lacs,N/A,Lahore,2003,"325,000 km",Petrol,1500 cc,Manual
Suzuki Every  2017 Join for Sale,PKR 17.8lacs,N/A,Jhelum,2017,11 km,Petrol,660 cc,Manual
Honda Vezel  2021 e-HEV Z for Sale,PKR 1.25crore,N/A,Lahore,2021,"10,000 km",Hybrid,1500 cc,Automatic
Toyota Crown  2008 Royal Saloon Premium for Sale,PKR 80lacs,N/A,Karachi,2008,"135,000 km",Petrol,2500 cc,Automatic
Toyota Corolla  2003 Assista X Package 1.3 for Sale,PKR 31.5lacs,N/A,Peshawar,2003,"110,000 km",Petrol,1300 cc,Automatic
Hyundai Tucson  2021 FWD A/T GLS Sport for Sale,PKR 66lacs,N/A,Lahore,2021,"52,000 km",Petrol,2000 cc,Automatic
Honda Vezel  2019 Hybrid RS Honda Sensing  for Sale,PKR 85.5lacs,N/A,Lahore,2019,"60,000 km",Hybrid,1500 cc,Automatic
Toyota Aqua  2017 S for Sale,PKR 52lacs,N/A,Karachi,2017,"107,000 km",Hybrid,1500 cc,Automatic
Toyota Yaris  2021 ATIV CVT 1.3 for Sale,PKR 42.5lacs,N/A,Karachi,2021,"31,000 km",Petrol,1300 cc,Automatic
Honda BR-V  2018 i-VTEC for Sale,PKR 42.5lacs,N/A,Karachi,2018,"55,000 km",Petrol,1500 cc,Automatic
Toyota Aqua  2021 S for Sale7.8/10,PKR 67lacs,N/A,Islamabad,2021,"30,260 km",Hybrid,1500 cc,Automatic
Changan Karvaan  2022 Plus for Sale,PKR 25.8lacs,N/A,Sangla Hills,2022,"35,000 km",Petrol,1000 cc,Manual
Mitsubishi EK X  2021 Sports for Sale,PKR 40.6lacs,N/A,Karachi,2021,"12,000 km",Petrol,660 cc,Automatic
Toyota Yaris  2021 ATIV CVT 1.3 for Sale,PKR 42.5lacs,N/A,Lahore,2021,"28,000 km",Petrol,1300 cc,Automatic
Hyundai Tucson  2021 AWD A/T Ultimate for Sale,PKR 73.95lacs,N/A,Lahore,2021,"38,000 km",Petrol,2000 cc,Automatic
BAIC BJ40 Plus  2022 Honorable Edition for Sale,PKR 88lacs,N/A,Islamabad,2022,"40,000 km",Petrol,2000 cc,Automatic
Daihatsu Cast  2022 Style X SA III for Sale,PKR 36.5lacs,N/A,Islamabad,2022,"1,100 km",Petrol,660 cc,Automatic
Honda Civic  2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 34.8lacs,N/A,Karachi,2013,"39,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2012 GLi 1.3 VVTi for Sale,PKR 30lacs,N/A,Mirpur A.K.,2012,"136,000 km",Petrol,1300 cc,Manual
Toyota Land Cruiser  2009 AX G Selection for Sale,Call,N/A,Lahore,2009,"62,000 km",Petrol,4600 cc,Automatic
KIA Sportage  2020 AWD for Sale,PKR 67.75lacs,N/A,Lahore,2020,"52,000 km",Petrol,2000 cc,Automatic
Honda Civic 11th Generation 2023 RS for Sale,PKR 98.5lacs,N/A,Islamabad,2023,"11,000 km",Petrol,1500 cc,Automatic
Range Rover Vogue  2018 P400e for Sale,Call,N/A,Lahore,2018,"48,000 km",Petrol,2000 cc,Automatic
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 43.5lacs,N/A,Karachi,2019,"145,000 km",Petrol,1300 cc,Automatic
Audi A5  2016 1.8 TFSI for Sale,Call,N/A,Lahore,2016,"19,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2020 Altis Automatic 1.6 for Sale,PKR 45.5lacs,N/A,Karachi,2020,"68,000 km",Petrol,1600 cc,Automatic
Audi e-tron GT  2022 Standard for Sale,Call,N/A,Lahore,2022,"19,000 km",Electric,934.0 kWh,Automatic
Mercedes Benz S Class  2017 S400L Hybrid  for Sale,Call,N/A,Lahore,2017,"50,000 km",Petrol,3500 cc,Automatic
Mercedes Benz E Class  2020 E 180 Avantgarde for Sale,Call,N/A,Lahore,2020,"69,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2009 Altis SR Cruisetronic 1.8 for Sale,PKR 33lacs,N/A,Kohat,2009,"144,000 km",Petrol,1800 cc,Automatic
Toyota Crown  2015 Royal Saloon for Sale,Call,N/A,Lahore,2015,"60,000 km",Petrol,2500 cc,Automatic
Toyota Land Cruiser  2017 ZX for Sale,Call,N/A,Lahore,2017,"55,000 km",Petrol,4600 cc,Automatic
Toyota Prado  2017 TX L Package 2.7 for Sale,Call,N/A,Lahore,2017,"25,000 km",Petrol,2700 cc,Automatic
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 50lacs,N/A,Peshawar,2019,"85,000 km",Petrol,1600 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 33.35lacs,N/A,Lahore,2018,"118,000 km",Petrol,1300 cc,Manual
Honda Civic  1995 EX for Sale,PKR 7.4lacs,N/A,Lahore,1995,"170,000 km",Petrol,1500 cc,Manual
Toyota Corolla  2008 XLi VVTi for Sale,PKR 15.75lacs,N/A,Gujrat,2008,"600,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,PKR 51.65lacs,N/A,Lahore,2018,"99,455 km",Petrol,1800 cc,Automatic
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 17.8lacs,N/A,Rawalpindi,2007,"330,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2013 XLi VVTi for Sale,PKR 26.65lacs,N/A,Lahore,2013,"150,000 km",Petrol,1300 cc,Manual
Toyota Prius  2010 S Touring Selection 1.8 for Sale,PKR 36.5lacs,N/A,Faisalabad,2010,"165,000 km",Hybrid,1800 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 62.5lacs,N/A,Karachi,2021,"34,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 31.5lacs,N/A,Lahore,2015,"126,320 km",Petrol,1300 cc,Manual
Toyota C-HR  2019 G-LED for Sale,Call,N/A,Lahore,2019,"67,000 km",Hybrid,1800 cc,Automatic
Honda Civic  2010 VTi 1.8 i-VTEC for Sale,PKR 27lacs,N/A,Bhimber,2010,"120,019 km",Petrol,1800 cc,Manual
MG HS  2022 Trophy for Sale,PKR 69.45lacs,N/A,Lahore,2022,"22,500 km",Petrol,1500 cc,Automatic
Suzuki MR Wagon  2014 X IDLING STOP for Sale,PKR 21.5lacs,N/A,Lahore,2014,"67,000 km",Petrol,660 cc,Automatic
Audi e-tron  2022 50 Quattro 230 kW for Sale9.7/10,PKR 2.6crore,N/A,Lahore,2022,"24,293 km",Electric,60.0 kWh,Automatic
Honda Civic  2022 1.5 VTEC Turbo Oriel for Sale,PKR 74.9lacs,N/A,Karachi,2022,"22,000 km",Petrol,1500 cc,Automatic
MG HS  2021 Trophy for Sale,PKR 62.4lacs,N/A,Lahore,2021,"39,000 km",Petrol,1500 cc,Automatic
Mercedes Benz E Class  2012 E250 for Sale,PKR 1.02crore,N/A,Karachi,2012,"69,500 km",Petrol,1800 cc,Automatic
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale5.7/10,PKR 27lacs,N/A,Faisalabad,2012,"154,863 km",Petrol,1800 cc,Automatic
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 73.5lacs,N/A,Lahore,2023,"29,000 km",Petrol,1800 cc,Automatic
Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,PKR 44.5lacs,N/A,Islamabad,2020,"65,000 km",Petrol,1500 cc,Automatic
Toyota Prius  2013 G Touring Selection Leather Package 1.8 for Sale,PKR 42.5lacs,N/A,Lahore,2013,"123,000 km",Hybrid,1800 cc,Automatic
Suzuki Liana  2007 RXi for Sale,PKR 13.1lacs,N/A,Rawalpindi,2007,"170,000 km",Petrol,1300 cc,Manual
Honda City  2004 i-DSI for Sale,PKR 17lacs,N/A,Gujrat,2004,"141,000 km",Petrol,1300 cc,Manual
Nissan Juke  2014  for Sale6.4/10,PKR 40lacs,N/A,Lahore,2014,"99,471 km",Petrol,1500 cc,Automatic
Daihatsu Hijet  2019 Cruise for Sale9.6/10,PKR 24.8lacs,N/A,Karachi,2019,"138,252 km",Petrol,660 cc,Automatic
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 33.5lacs,N/A,Lahore,2014,"98,250 km",Petrol,1800 cc,Automatic
Peugeot 2008  2023 Allure for Sale,PKR 65.7lacs,N/A,Islamabad,2023,"18,000 km",Petrol,1200 cc,Automatic
Audi A6 4th (C7) Generation 2015 1.8 TFSI  for Sale,PKR 1.15crore,N/A,Lahore,2015,"100,000 km",Petrol,1800 cc,Automatic
Toyota Land Cruiser  2022 ZX Gasoline 3.5L for Sale,PKR 7.1crore,N/A,Lahore,2022,"9,000 km",Petrol,3500 cc,Automatic
Changan Karvaan  2022 Base Model 1.0 for Sale,PKR 23lacs,N/A,Lahore,2022,"15,000 km",Petrol,1000 cc,Manual
Honda BR-V  2022 i-VTEC S for Sale,PKR 56lacs,N/A,Rawalpindi,2022,"27,000 km",Petrol,1500 cc,Automatic
Nissan Serena  2019  for Sale,PKR 67.5lacs,N/A,Peshawar,2019,"65,000 km",Hybrid,1200 cc,Automatic
Nissan Serena  2019  for Sale,PKR 66lacs,N/A,Peshawar,2019,"17,953 km",Hybrid,1200 cc,Automatic
Nissan Serena  2019 HIGHWAY STAR for Sale,PKR 67.5lacs,N/A,Peshawar,2019,"146,000 km",Hybrid,1200 cc,Automatic
Lexus RX Series  2016 450h L for Sale,PKR 2.9crore,N/A,Karachi,2016,"48,000 km",Hybrid,3500 cc,Automatic
Suzuki Spacia  2020 X for Sale,PKR 32.5lacs,N/A,Peshawar,2020,"44,000 km",Hybrid,660 cc,Automatic
Toyota Corolla 8th (E110) Generation 1997 SE Limited for Sale,PKR 17lacs,N/A,Abbottabad,1997,"111,111 km",Petrol,1500 cc,Automatic
Honda Civic Rebirth 2013 VTi Oriel 1.8 i-VTEC for Sale,PKR 27.75lacs,N/A,Lahore,2013,"123,456 km",Petrol,1800 cc,Manual
Toyota Prius  2021 S for Sale9.8/10,PKR 1.2crore,N/A,Lahore,2021,"24,106 km",Hybrid,1800 cc,Automatic
Suzuki Liana  2007 LXi Sport for Sale,PKR 12.5lacs,N/A,Rawalpindi,2007,"12,345 km",Petrol,1300 cc,Manual
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,PKR 53.75lacs,N/A,Rawalpindi,2021,"41,000 km",Petrol,1600 cc,Automatic
Toyota Yaris Cross  2022 Hybrid X for Sale,PKR 72lacs,N/A,Peshawar,2022,"60,000 km",Hybrid,1500 cc,Automatic
Honda N Box  2021 Slash G for Sale,PKR 31.65lacs,N/A,Sialkot,2021,"15,500 km",Petrol,660 cc,Automatic
Toyota Crown  2013 Royal Saloon G for Sale,PKR 30lacs,N/A,Quetta,2013,42 km,Petrol,2500 cc,Automatic
Hyundai Sonata  2021 2.0 for Sale,PKR 84.7lacs,N/A,Lahore,2021,"19,150 km",Petrol,2000 cc,Automatic
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 21lacs,N/A,Multan,2009,"183,000 km",Petrol,1300 cc,Manual
Honda Civic  2021 1.5 RS Turbo for Sale,PKR 68.25lacs,N/A,Islamabad,2021,"53,500 km",Petrol,1500 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 47.75lacs,N/A,Karachi,2017,"113,000 km",Petrol,1800 cc,Automatic
Mitsubishi Pajero  2004 GLS 2.8D for Sale,PKR 45lacs,N/A,Lahore,2004,"200,000 km",Diesel,2800 cc,Automatic
Toyota Land Cruiser  2019 ZX for Sale,PKR 4.6crore,N/A,Lahore,2019,"36,000 km",Petrol,4600 cc,Automatic
Toyota Noah  2015 G for Sale,PKR 59.5lacs,N/A,Karachi,2015,"185,000 km",Hybrid,1800 cc,Automatic
